,amy_label_label,amy_label_prob
1500,0,0.4688912047706444
1501,1,0.5617893904533225
1503,0,0.4288864074638522
1504,1,0.3919569698447035
1505,0,0.4671867118802877
1506,1,0.5087937584709673
1507,0,0.4604558041359404
1508,0,0.3625251031247294
1509,1,0.4549891875933581
1510,1,0.4704359320797324
1511,0,0.5209040312532249
1512,0,0.3811006802259913
1513,0,0.4856663887643703
1514,1,0.5273440973029379
1515,0,0.3771423835969686
1517,1,0.4600747298014058
1518,0,0.4339875556269125
1519,1,0.4535897835060616
1520,0,0.5109791985784802
1521,1,0.5074327476738268
1522,0,0.4502129063047048
1523,0,0.4901290845582531
1524,0,0.3974443031584008
1525,0,0.4638663923638705
1526,0,0.460666084119863
1527,0,0.3821268068190497
1528,0,0.4680512715769279
1529,1,0.4776763414066232
1530,0,0.4392582258667515
1531,0,0.4360418735370842
1532,0,0.4125058839831236
1533,0,0.3756029057879095
1534,0,0.3885070046854456
1535,0,0.464262731897014
1536,0,0.6351423875398411
1537,1,0.6677044082204429
1538,0,0.4837315307429269
1539,0,0.4675489889216813
1540,0,0.4323681050205463
1541,0,0.4601813359047012
1542,0,0.3964829579013024
1543,1,0.5040008167870047
1544,1,0.4157399440073556
1546,0,0.4570683210375357
1547,0,0.4040431459779329
1548,0,0.3830776914538735
1549,1,0.4941360062970025
1550,1,0.5325906081398868
1551,1,0.410970499404054
1552,0,0.40410319759872
1553,0,0.4511947321581386
1554,0,0.4790180236524263
1555,0,0.3906678784056467
1556,0,0.4454006715226284
1557,1,0.3855295180083737
1558,1,0.473533000685385
1559,0,0.4326501648770519
1560,0,0.4589319070097307
1561,0,0.3971599945688523
1562,1,0.4630334223061743
1563,0,0.4009898585622466
1564,0,0.429670415619964
1565,0,0.4031562563923373
1566,0,0.4256202672704029
1567,0,0.4396270522433023
1568,1,0.5582005844570498
1569,0,0.4513824759377972
1570,0,0.4108109848427885
1571,0,0.4039363691253291
1572,1,0.5407397379716119
1573,1,0.5907662358345609
1574,0,0.3859111707505156
1575,1,0.4879832762480912
1576,0,0.4298781886005585
1577,1,0.404765563021304
1578,0,0.4068950022816522
1579,1,0.4481100896848904
1580,0,0.3478034703264589
1581,0,0.4147203613192513
1582,0,0.3993414549369049
1583,1,0.4386940749610507
1584,0,0.3975454834896609
1585,0,0.4841528581732284
1586,0,0.3959524026432657
1587,1,0.4700058064365791
1588,1,0.4023062310011444
1589,0,0.460549391803426
1590,0,0.4652231698205673
1591,0,0.3846729510370879
1592,0,0.5285372205303536
1593,0,0.4264385673048971
1594,0,0.4224128407903704
1595,0,0.4651080980618955
1596,1,0.4490681888788653
1597,0,0.4019634504236062
1598,0,0.3617746642011591
1599,0,0.3981025887090123
1600,0,0.4072784915193493
1601,1,0.5660557824875434
1602,0,0.3927623102070016
1603,1,0.4492496371231511
1604,0,0.3809261449147136
1605,0,0.3718353604808152
1606,0,0.3902850785607367
1607,0,0.4303606723098495
1608,0,0.4004283099219661
1609,0,0.4319875692943031
1610,0,0.4636300571781275
1611,1,0.6066931518129914
1612,1,0.4676186706497626
1613,0,0.3864854957000869
1614,1,0.5618092290548412
1616,0,0.4281122123795519
1617,0,0.3830038818516538
1618,0,0.4893670617946608
1620,0,0.501372453103662
1621,0,0.3892006282704444
1622,0,0.3863984392917707
1623,0,0.4148227961747029
1624,1,0.5181280750353134
1625,1,0.3743204162516677
1626,0,0.4239964222404571
1627,1,0.5756881872011314
1628,0,0.3863725498906222
1629,0,0.3726176710866475
1630,1,0.5089042308690543
1631,0,0.510410830495078
1632,1,0.3793557055378268
1633,0,0.3799479911195001
1635,0,0.4586181499204838
1636,0,0.3880365358278723
1637,1,0.4811121738479241
1638,0,0.4940766483193092
1639,1,0.5743558354471441
1640,1,0.5635650351339935
1641,0,0.4769054588384553
1642,0,0.4123305920879844
1643,0,0.4022585340640224
1644,1,0.5403729758281168
1645,0,0.4058125929445751
1646,0,0.3748191894563136
1647,0,0.4145613414772954
1648,0,0.5232824867267523
1649,0,0.4094536805505069
1650,1,0.5022036886576039
1651,0,0.4679006155505367
1652,0,0.4163612409132254
1653,1,0.7143965474423452
1654,0,0.3898928857707944
1655,1,0.5753313768344456
1656,0,0.4052296667730904
1657,0,0.4882225129728679
1658,1,0.5217047340641903
1659,0,0.4465139203942555
1660,0,0.4865266523465767
1661,0,0.5517347154725354
1662,1,0.3946535734604318
1663,0,0.4402500971679426
1664,0,0.4427391996147326
1665,0,0.4403268306375983
1666,0,0.4405649222917006
1667,0,0.4259876243025906
1668,0,0.4453460186454231
1669,0,0.4127203780747255
1670,0,0.3640297560313784
1671,1,0.4568605403064611
1672,0,0.408077482734533
1673,0,0.4430596906645011
1674,0,0.4140721258519592
1675,0,0.4490336232262143
1676,0,0.527799280510742
1677,0,0.4209072115035576
1678,0,0.3417007978076491
1679,0,0.441202944964033
1680,0,0.3814213789082742
1681,0,0.4289268199960279
1682,1,0.5317192309499257
1684,0,0.4298454668053461
1693,0,0.3413545384394666
1705,0,0.3414410606325512
1713,0,0.3216424595631639
1742,0,0.2839939775357106
1753,1,0.3672558752279243
1766,1,0.3552087513796337
1773,1,0.3633826545935016
1776,0,0.3378945724496603
1781,1,0.3804828601896705
1786,0,0.5067271702958627
1794,0,0.2923418100224473
1804,1,0.4986228977691934
1805,0,0.2979872863809601
1808,0,0.3321107878820894
1810,0,0.3431132062302853
1815,0,0.3698804715044365
1820,1,0.3304019877744548
