nCount_RNA,nFeature_RNA,SORT,nCount_SCT,nFeature_SCT,nCount_Exon,nFeature_Exon,sex_ontology_term_id,sex,Label_0,Label_1,Label_2,Label_3
9602.0,4042,0,5430.0,3353,5338.0,2591,0,0,0,0,0,1
9977.0,4053,2,9952.0,4052,3699.0,2211,1,1,0,1,0,0
9778.0,4446,2,6292.0,4152,6642.0,3460,1,1,0,0,1,0
2637.0,1714,2,4206.0,1747,1196.0,920,0,0,0,0,1,0
6994.0,3082,2,8955.0,3100,1890.0,1307,1,1,0,1,0,0
6425.0,3339,0,5335.0,3323,3732.0,2217,0,0,0,0,0,1
7514.0,3443,1,5547.0,3384,3784.0,2120,0,0,0,0,0,1
4730.0,2454,2,8919.0,2666,1313.0,950,1,1,0,1,0,0
1138.0,812,1,3402.0,1164,556.0,431,0,0,0,0,0,1
8391.0,3590,2,9148.0,3590,3044.0,1788,0,0,0,0,1,0
5403.0,2512,2,8961.0,2592,1475.0,880,1,1,0,1,0,0
5769.0,2649,2,8882.0,2720,1205.0,813,1,1,0,1,0,0
3023.0,1841,0,3769.0,1844,1398.0,978,1,1,0,0,0,1
5322.0,2611,0,4998.0,2609,2690.0,1532,0,0,0,0,0,1
5791.0,2999,1,5349.0,2999,3618.0,2115,0,0,0,0,0,1
16466.0,4590,2,10703.0,4376,2847.0,1771,1,1,0,1,0,0
2896.0,1763,2,4283.0,1787,1251.0,859,1,1,0,0,1,0
15502.0,4587,2,10716.0,4448,3238.0,1875,1,1,1,0,0,0
5755.0,2970,0,5186.0,2968,3374.0,1989,0,0,0,0,0,1
6334.0,3003,1,5443.0,3003,3415.0,1882,0,0,0,0,0,1
805.0,629,2,3906.0,1266,323.0,228,1,1,0,0,1,0
10012.0,4046,2,6077.0,3737,5907.0,2798,0,0,1,0,0,0
1289.0,1007,0,3309.0,1259,704.0,562,0,0,0,0,0,1
6649.0,3266,2,8815.0,3286,2223.0,1515,1,1,0,1,0,0
1006.0,763,0,3179.0,1121,400.0,321,1,1,0,0,0,1
16575.0,5248,2,10878.0,5022,4969.0,2794,0,0,0,0,1,0
5586.0,2813,1,5237.0,2813,2683.0,1604,0,0,0,0,0,1
2636.0,1650,2,4140.0,1692,972.0,794,0,0,0,0,1,0
10250.0,4425,2,6363.0,4032,7614.0,3588,1,1,0,0,1,0
8438.0,3349,1,5513.0,3169,3411.0,1681,0,0,0,0,0,1
9747.0,3582,2,9752.0,3582,1774.0,1306,1,1,1,0,0,0
19917.0,5515,1,4609.0,2323,9763.0,3513,0,0,0,0,0,1
1666.0,1141,1,3891.0,1342,909.0,661,1,1,0,0,0,1
4417.0,2127,2,9050.0,2346,936.0,637,1,1,0,1,0,0
2501.0,1404,2,8589.0,2327,1031.0,559,1,1,0,1,0,0
2599.0,1596,0,3643.0,1608,1289.0,886,0,0,0,0,0,1
8563.0,3786,0,5463.0,3458,5205.0,2598,0,0,0,0,0,1
2369.0,1309,2,8496.0,2306,424.0,327,1,1,0,1,0,0
7893.0,3359,2,5822.0,3319,3875.0,2068,0,0,1,0,0,0
3928.0,2173,0,4080.0,2171,2204.0,1363,0,0,0,0,0,1
6779.0,3255,2,8854.0,3272,2623.0,1755,0,0,0,0,1,0
6055.0,3083,1,5427.0,3083,2810.0,1726,0,0,0,0,0,1
2205.0,1379,0,3921.0,1444,1338.0,858,1,1,0,0,0,1
10462.0,4271,0,5378.0,3309,6010.0,2902,0,0,0,0,0,1
2382.0,1629,2,4212.0,1710,1085.0,869,0,0,0,0,1,0
10991.0,4242,2,10442.0,4241,3498.0,2132,0,0,0,0,1,0
8600.0,3540,2,5745.0,3410,5205.0,2404,0,0,1,0,0,0
2944.0,1574,1,4114.0,1579,1251.0,708,1,1,0,0,0,1
2988.0,1730,1,4001.0,1737,1226.0,802,0,0,0,0,0,1
2922.0,1749,1,3896.0,1753,1352.0,967,0,0,0,0,0,1
6007.0,2880,2,5504.0,2879,3202.0,1765,0,0,1,0,0,0
5923.0,2773,2,5497.0,2773,2023.0,1260,0,0,0,0,1,0
14917.0,5187,2,10954.0,5085,6416.0,3307,0,0,0,0,1,0
11807.0,3775,2,10491.0,3773,1940.0,1245,1,1,0,1,0,0
14508.0,4923,2,10835.0,4843,6366.0,3073,1,1,0,1,0,0
8813.0,3511,2,5739.0,3348,3441.0,1557,1,1,0,0,1,0
9794.0,3783,2,9793.0,3782,2483.0,1735,1,1,0,1,0,0
7006.0,2867,1,5387.0,2846,2708.0,1198,1,1,0,0,0,1
4428.0,2380,0,4430.0,2380,1892.0,1187,0,0,0,0,0,1
942.0,716,0,3159.0,1119,481.0,388,1,1,0,0,0,1
1170.0,882,1,3367.0,1223,674.0,521,1,1,0,0,0,1
2505.0,1558,0,3729.0,1577,1293.0,867,1,1,0,0,0,1
6815.0,3061,2,8948.0,3073,2061.0,1278,0,0,0,0,1,0
3697.0,1940,1,4213.0,1940,1477.0,839,1,1,0,0,0,1
6173.0,2922,0,5247.0,2911,2597.0,1563,0,0,0,0,0,1
11722.0,3751,2,10491.0,3750,1965.0,1310,1,1,1,0,0,0
5873.0,2836,1,5294.0,2836,2724.0,1572,0,0,0,0,0,1
11356.0,4147,2,5756.0,3452,5721.0,2433,0,0,1,0,0,0
1016.0,723,1,3494.0,1145,446.0,315,0,0,0,0,0,1
4033.0,2244,0,4136.0,2244,2130.0,1408,0,0,0,0,0,1
9157.0,3760,2,9408.0,3760,2793.0,1820,1,1,0,1,0,0
7033.0,3398,2,5855.0,3381,4953.0,2553,0,0,1,0,0,0
2272.0,1522,0,3778.0,1572,1217.0,876,0,0,0,0,0,1
2854.0,1722,0,3749.0,1726,1342.0,914,1,1,0,0,0,1
7972.0,3447,2,9063.0,3447,1968.0,1444,1,1,0,1,0,0
993.0,766,2,3636.0,1268,632.0,500,1,1,0,0,1,0
3876.0,2148,1,4188.0,2148,1996.0,1259,0,0,0,0,0,1
7100.0,3297,0,5276.0,3250,4026.0,2182,0,0,0,0,0,1
6363.0,2807,2,8901.0,2855,1678.0,1102,1,1,0,1,0,0
4031.0,2441,2,4377.0,2441,1966.0,1417,0,0,0,0,1,0
4683.0,2409,1,4686.0,2408,2528.0,1421,0,0,0,0,0,1
8773.0,3843,2,6038.0,3678,2772.0,1793,1,1,0,0,1,0
807.0,576,0,3157.0,1091,442.0,308,1,1,0,0,0,1
2578.0,1765,2,4121.0,1810,1338.0,1047,0,0,0,0,1,0
2726.0,1689,2,4320.0,1726,1193.0,819,0,0,0,0,1,0
2010.0,1293,0,3979.0,1371,855.0,625,1,1,0,0,0,1
5076.0,2743,0,4907.0,2743,3372.0,1987,0,0,0,0,0,1
6955.0,3363,1,5604.0,3339,3831.0,2124,0,0,0,0,0,1
14179.0,4851,2,10842.0,4794,6529.0,3212,1,1,0,1,0,0
8934.0,3723,1,5670.0,3429,3742.0,2032,0,0,0,0,0,1
4290.0,2311,1,4407.0,2311,1742.0,1158,1,1,0,0,0,1
16242.0,4689,2,10890.0,4458,3163.0,1950,1,1,1,0,0,0
10533.0,4061,2,6055.0,3610,4710.0,2413,0,0,1,0,0,0
5743.0,2904,2,5474.0,2903,1966.0,1378,1,1,0,0,1,0
2164.0,1501,0,3805.0,1565,914.0,715,1,1,0,0,0,1
5961.0,2985,0,5205.0,2984,3419.0,1946,1,1,0,0,0,1
6314.0,2719,2,5528.0,2718,2948.0,1407,0,0,1,0,0,0
9136.0,3846,2,9390.0,3846,3852.0,2297,1,1,0,1,0,0
12090.0,4168,2,6004.0,3351,5471.0,2546,0,0,1,0,0,0
7783.0,3606,2,8953.0,3606,3363.0,2127,1,1,0,1,0,0
7766.0,3374,1,5561.0,3301,2954.0,1725,0,0,0,0,0,1
3378.0,2015,2,4342.0,2017,1869.0,1245,0,0,0,0,1,0
13780.0,4334,2,10691.0,4301,3320.0,1951,1,1,1,0,0,0
15325.0,4844,2,5349.0,2975,7565.0,3070,0,0,1,0,0,0
7110.0,3183,2,8930.0,3193,2111.0,1455,1,1,1,0,0,0
9999.0,3641,2,9966.0,3641,1938.0,1304,1,1,1,0,0,0
3968.0,2060,2,4513.0,2060,1267.0,797,1,1,0,0,1,0
5754.0,2837,0,5146.0,2837,3128.0,1818,1,1,0,0,0,1
6830.0,3305,1,5589.0,3279,4329.0,2316,0,0,0,0,0,1
9948.0,3778,1,5707.0,3278,5009.0,2382,1,1,0,0,0,1
3163.0,1873,2,4208.0,1879,1076.0,852,0,0,0,0,1,0
2259.0,1531,1,4057.0,1618,1461.0,1041,0,0,0,0,0,1
16934.0,5132,2,10847.0,4867,4310.0,2455,1,1,0,1,0,0
3286.0,1916,0,3793.0,1916,1412.0,978,1,1,0,0,0,1
11151.0,4572,0,5410.0,3360,6239.0,3061,0,0,0,0,0,1
5650.0,2730,2,8900.0,2797,1136.0,841,0,0,0,0,1,0
5459.0,2602,0,4982.0,2602,2929.0,1497,1,1,0,0,0,1
8546.0,3912,0,5508.0,3575,5152.0,2639,0,0,0,0,0,1
9076.0,3902,0,5563.0,3461,5270.0,2680,0,0,0,0,0,1
851.0,642,0,3223.0,1082,500.0,378,1,1,0,0,0,1
6313.0,2975,2,5674.0,2974,1908.0,1337,0,0,0,0,1,0
4437.0,2171,2,4693.0,2171,1799.0,1046,0,0,1,0,0,0
3984.0,2087,2,4496.0,2087,1493.0,962,0,0,0,0,1,0
5958.0,2763,2,8935.0,2798,1307.0,912,1,1,0,1,0,0
3258.0,1854,1,4080.0,1858,1588.0,967,0,0,0,0,0,1
1444.0,1006,0,3498.0,1210,707.0,525,1,1,0,0,0,1
12999.0,4527,2,10778.0,4507,4131.0,2454,0,0,0,0,1,0
5651.0,2609,2,5356.0,2608,2107.0,1132,1,1,0,0,1,0
1406.0,838,0,3447.0,1091,934.0,513,0,0,0,0,0,1
5144.0,2633,2,5117.0,2632,2313.0,1527,0,0,0,0,1,0
3918.0,2166,0,4089.0,2166,2167.0,1299,1,1,0,0,0,1
3129.0,1845,0,3811.0,1846,1774.0,1142,0,0,0,0,0,1
1860.0,1284,0,3879.0,1392,1047.0,771,0,0,0,0,0,1
6038.0,2875,2,8784.0,2953,1444.0,988,0,0,0,0,1,0
15231.0,4711,2,10820.0,4608,3259.0,2073,1,1,0,1,0,0
8368.0,3581,1,5546.0,3407,4563.0,2202,0,0,0,0,0,1
9709.0,4330,0,5587.0,3667,5816.0,2876,0,0,0,0,0,1
10976.0,4056,2,10403.0,4056,3451.0,2135,0,0,0,0,1,0
8070.0,3652,1,5614.0,3523,4164.0,2304,0,0,0,0,0,1
1223.0,944,1,3479.0,1265,685.0,557,1,1,0,0,0,1
2978.0,1659,2,8692.0,2314,662.0,454,1,1,0,1,0,0
5740.0,2802,2,8822.0,2873,1390.0,1025,0,0,0,0,1,0
8758.0,3906,1,5719.0,3668,4919.0,2515,0,0,0,0,0,1
5538.0,2718,1,5186.0,2718,2701.0,1459,0,0,0,0,0,1
8252.0,3441,2,5902.0,3363,2576.0,1500,1,1,0,0,1,0
3208.0,1744,1,4036.0,1746,1229.0,821,0,0,0,0,0,1
4333.0,2254,2,4592.0,2254,1282.0,907,1,1,0,0,1,0
6641.0,2866,2,8949.0,2875,1323.0,963,1,1,1,0,0,0
11656.0,4390,2,10617.0,4390,4956.0,2644,0,0,0,0,1,0
2918.0,1611,2,8629.0,2303,1101.0,679,1,1,0,1,0,0
5670.0,2856,0,5151.0,2856,2907.0,1725,0,0,0,0,0,1
9362.0,4032,2,6011.0,3778,6300.0,2957,0,0,1,0,0,0
9466.0,3983,2,9549.0,3983,4718.0,2571,1,1,0,1,0,0
10729.0,3660,2,10281.0,3660,2280.0,1538,1,1,1,0,0,0
2666.0,1605,2,4248.0,1650,977.0,706,1,1,0,0,1,0
12102.0,4911,2,6534.0,4122,9089.0,4060,1,1,0,0,1,0
10209.0,4018,0,5484.0,3197,5312.0,2635,0,0,0,0,0,1
2932.0,1724,2,8593.0,2407,824.0,578,1,1,0,1,0,0
4093.0,2182,2,4536.0,2181,1645.0,1014,1,1,0,0,1,0
2016.0,1297,0,3990.0,1378,852.0,632,1,1,0,0,0,1
3830.0,2031,0,4072.0,2031,2437.0,1320,1,1,0,0,0,1
15670.0,5030,2,10829.0,4863,5193.0,2753,0,0,0,0,1,0
7814.0,3364,2,5794.0,3314,3988.0,2011,0,0,1,0,0,0
6732.0,3265,1,5531.0,3248,3968.0,2133,0,0,0,0,0,1
1684.0,1139,0,3739.0,1287,813.0,593,1,1,0,0,0,1
2946.0,1854,2,4136.0,1864,1237.0,952,0,0,0,0,1,0
3092.0,1936,0,3749.0,1935,1881.0,1249,1,1,0,0,0,1
1225.0,850,0,3397.0,1154,672.0,449,1,1,0,0,0,1
1053.0,830,2,8076.0,2692,307.0,262,1,1,0,1,0,0
3225.0,1856,0,3815.0,1856,1715.0,1106,0,0,0,0,0,1
1656.0,1143,2,4261.0,1356,666.0,501,1,1,0,0,1,0
8966.0,3371,2,5686.0,3201,4055.0,1846,0,0,1,0,0,0
7199.0,2951,2,5719.0,2931,2688.0,1352,0,0,1,0,0,0
7238.0,2924,2,9052.0,2930,1869.0,1230,1,1,0,1,0,0
3174.0,1830,0,3791.0,1830,1809.0,1119,0,0,0,0,0,1
3588.0,2161,0,3901.0,2160,2129.0,1427,0,0,0,0,0,1
18811.0,5033,2,10778.0,4526,3522.0,2119,1,1,0,1,0,0
6429.0,3318,2,8741.0,3355,3404.0,2082,1,1,0,1,0,0
5890.0,2961,0,5193.0,2956,3256.0,1869,0,0,0,0,0,1
17368.0,5324,2,10850.0,4996,5871.0,2949,1,1,0,1,0,0
8706.0,3777,1,5703.0,3546,5545.0,2798,1,1,0,0,0,1
6286.0,3109,0,5265.0,3101,3548.0,2004,0,0,0,0,0,1
11803.0,4328,2,10603.0,4328,3492.0,2076,1,1,1,0,0,0
4355.0,2435,2,4573.0,2434,2539.0,1564,0,0,1,0,0,0
10036.0,3983,2,9991.0,3983,3419.0,2091,1,1,0,1,0,0
6817.0,3151,0,5283.0,3108,3460.0,1871,0,0,0,0,0,1
4894.0,2498,1,4849.0,2497,2407.0,1424,1,1,0,0,0,1
4278.0,2187,0,4317.0,2187,1854.0,1099,1,1,0,0,0,1
14121.0,4285,2,10689.0,4232,2720.0,1614,1,1,1,0,0,0
9246.0,4106,0,5514.0,3572,5559.0,2810,0,0,0,0,0,1
8866.0,3812,1,5730.0,3569,5053.0,2472,0,0,0,0,0,1
4102.0,2307,1,4299.0,2307,2193.0,1391,0,0,0,0,0,1
6434.0,3223,2,8805.0,3258,2469.0,1702,1,1,0,1,0,0
5973.0,2932,0,5193.0,2930,3271.0,1828,1,1,0,0,0,1
9190.0,3545,0,5352.0,3033,3708.0,1751,0,0,0,0,0,1
4301.0,2451,0,4326.0,2451,2738.0,1648,1,1,0,0,0,1
6787.0,3095,0,5266.0,3046,3179.0,1631,0,0,0,0,0,1
6081.0,2975,2,5582.0,2975,2199.0,1376,1,1,0,0,1,0
8022.0,3056,1,5424.0,2945,2742.0,1173,0,0,0,0,0,1
5753.0,2671,2,8896.0,2740,1694.0,1032,0,0,0,0,1,0
6723.0,3192,2,5718.0,3189,4454.0,2264,0,0,1,0,0,0
4828.0,2830,2,4845.0,2830,3344.0,2124,1,1,0,0,1,0
2753.0,1663,1,3886.0,1670,1201.0,860,1,1,0,0,0,1
3714.0,2053,1,4140.0,2053,1920.0,1249,1,1,0,0,0,1
6625.0,2854,2,9004.0,2863,1647.0,1064,1,1,1,0,0,0
3899.0,2270,1,4183.0,2270,2344.0,1537,0,0,0,0,0,1
8130.0,3351,2,5841.0,3269,3142.0,1749,0,0,1,0,0,0
10173.0,4096,2,10086.0,4096,3494.0,2158,0,0,0,0,1,0
3225.0,1786,1,4038.0,1786,1301.0,913,1,1,0,0,0,1
2226.0,1433,0,3878.0,1478,1096.0,758,1,1,0,0,0,1
5875.0,2607,1,5242.0,2607,2655.0,1375,1,1,0,0,0,1
2748.0,1749,1,3895.0,1766,1607.0,1112,0,0,0,0,0,1
3838.0,2147,0,4055.0,2147,2244.0,1304,1,1,0,0,0,1
6238.0,3125,1,5478.0,3122,3170.0,1959,0,0,0,0,0,1
14627.0,4835,2,10878.0,4769,4051.0,2378,1,1,1,0,0,0
3279.0,1922,0,3824.0,1924,1998.0,1231,1,1,0,0,0,1
4680.0,2365,1,4683.0,2365,2001.0,1168,0,0,0,0,0,1
7793.0,3428,2,9019.0,3428,2216.0,1500,0,0,0,0,1,0
9759.0,3822,2,9761.0,3822,2964.0,1749,0,0,0,0,1,0
18628.0,5164,2,10823.0,4670,3484.0,2169,1,1,1,0,0,0
9223.0,4014,2,6056.0,3804,4263.0,2383,1,1,0,0,1,0
9680.0,4275,2,9693.0,4275,5668.0,2980,1,1,0,1,0,0
6066.0,3033,0,5226.0,3028,2857.0,1664,0,0,0,0,0,1
16968.0,5458,2,10967.0,5184,8001.0,3692,0,0,0,0,1,0
11320.0,4159,2,5990.0,3496,6514.0,2854,0,0,1,0,0,0
4253.0,2288,1,4398.0,2288,2498.0,1414,1,1,0,0,0,1
9709.0,3862,2,9714.0,3861,2589.0,1650,0,0,0,0,1,0
2882.0,1699,0,3738.0,1701,1741.0,1063,1,1,0,0,0,1
3192.0,2007,2,4241.0,2013,1558.0,1126,0,0,0,0,1,0
3353.0,1894,2,4400.0,1897,1406.0,883,0,0,0,0,1,0
5325.0,2644,1,5106.0,2644,2414.0,1461,1,1,0,0,0,1
3975.0,2094,1,4280.0,2094,1575.0,898,0,0,0,0,0,1
12556.0,3918,2,10576.0,3913,2777.0,1608,1,1,1,0,0,0
7221.0,3117,0,5231.0,3049,3440.0,1750,1,1,0,0,0,1
18567.0,5219,2,10829.0,4735,3369.0,2131,0,0,0,0,1,0
2763.0,1682,0,3703.0,1687,1344.0,919,1,1,0,0,0,1
7141.0,3195,2,8940.0,3204,2365.0,1574,0,0,0,0,1,0
13577.0,4910,1,5320.0,3092,5957.0,2975,0,0,0,0,0,1
7392.0,3132,2,9006.0,3134,1448.0,1030,1,1,1,0,0,0
4415.0,2349,0,4420.0,2349,2007.0,1266,1,1,0,0,0,1
2802.0,1616,0,3723.0,1621,1155.0,765,1,1,0,0,0,1
2134.0,1333,0,4029.0,1443,1367.0,797,1,1,0,0,0,1
5186.0,2378,2,9002.0,2502,1139.0,760,1,1,0,1,0,0
7613.0,3067,2,9085.0,3067,1625.0,975,1,1,0,1,0,0
6029.0,2866,1,5344.0,2865,2404.0,1394,0,0,0,0,0,1
4503.0,2306,2,9031.0,2512,1041.0,752,1,1,0,1,0,0
5895.0,2740,2,8878.0,2797,1495.0,1013,0,0,0,0,1,0
6893.0,3226,2,8911.0,3236,2292.0,1567,1,1,0,1,0,0
4040.0,2221,2,4454.0,2221,1624.0,1156,0,0,0,0,1,0
10497.0,3990,2,5880.0,3541,6347.0,2854,0,0,1,0,0,0
11183.0,3896,2,10451.0,3896,2011.0,1303,1,1,0,1,0,0
3646.0,1976,2,8806.0,2439,816.0,593,1,1,1,0,0,0
8063.0,3432,0,5405.0,3249,3888.0,2100,1,1,0,0,0,1
3036.0,1899,2,8545.0,2561,1207.0,914,0,0,0,0,1,0
13558.0,4412,2,10712.0,4391,2735.0,1766,1,1,0,1,0,0
4766.0,2618,1,4761.0,2618,2273.0,1480,0,0,0,0,0,1
6072.0,2915,2,8807.0,2963,2214.0,1543,0,0,0,0,1,0
5088.0,2808,0,4927.0,2808,2912.0,1869,0,0,0,0,0,1
16477.0,4678,2,10691.0,4425,3242.0,1967,1,1,1,0,0,0
6427.0,3400,2,5843.0,3399,4567.0,2677,1,1,0,0,1,0
3659.0,2136,1,4095.0,2136,2138.0,1369,0,0,0,0,0,1
1937.0,1302,2,4323.0,1451,762.0,595,1,1,0,0,1,0
12204.0,4483,2,10676.0,4479,3836.0,2312,0,0,0,0,1,0
2758.0,1668,2,4108.0,1713,858.0,655,1,1,0,0,1,0
5969.0,2901,2,5528.0,2900,2480.0,1513,0,0,0,0,1,0
16687.0,5572,0,4547.0,2447,11056.0,4176,0,0,0,0,0,1
9718.0,3544,2,9730.0,3544,2080.0,1367,1,1,1,0,0,0
9552.0,4021,1,5807.0,3642,5713.0,2749,0,0,0,0,0,1
10333.0,4483,1,5971.0,3920,5766.0,3055,0,0,0,0,0,1
17835.0,5113,2,10797.0,4726,4910.0,2764,1,1,0,1,0,0
2612.0,1566,1,4019.0,1597,1384.0,903,1,1,0,0,0,1
3067.0,1764,0,3856.0,1768,1945.0,1113,1,1,0,0,0,1
3473.0,1947,0,3912.0,1947,1874.0,1088,0,0,0,0,0,1
9545.0,3912,2,9596.0,3912,2701.0,1803,1,1,1,0,0,0
3952.0,2334,2,4384.0,2333,1598.0,1153,0,0,0,0,1,0
11722.0,4124,1,5464.0,3017,4056.0,1791,0,0,0,0,0,1
3889.0,2270,1,4187.0,2269,2068.0,1341,0,0,0,0,0,1
3198.0,1858,2,4303.0,1865,1353.0,955,0,0,0,0,1,0
4928.0,2615,1,4881.0,2615,2891.0,1714,0,0,0,0,0,1
18700.0,5227,2,10809.0,4706,4420.0,2538,0,0,0,0,1,0
6157.0,3169,1,5470.0,3168,3597.0,2169,0,0,0,0,0,1
5732.0,2792,2,5426.0,2792,2501.0,1503,0,0,1,0,0,0
2119.0,1389,1,4329.0,1483,1210.0,846,1,1,0,0,0,1
20418.0,5953,2,11027.0,5235,6170.0,3327,0,0,0,0,1,0
6463.0,2717,1,5378.0,2715,2239.0,1229,1,1,0,0,0,1
2918.0,1810,0,3755.0,1816,1700.0,1126,1,1,0,0,0,1
5250.0,2705,0,4966.0,2705,2573.0,1573,0,0,0,0,0,1
4786.0,2345,1,4770.0,2344,2061.0,1159,0,0,0,0,0,1
4054.0,2303,1,4282.0,2303,2456.0,1504,1,1,0,0,0,1
6169.0,2950,0,5232.0,2945,3024.0,1769,1,1,0,0,0,1
4539.0,2772,2,4621.0,2772,3348.0,2186,1,1,0,0,1,0
5089.0,2590,1,4976.0,2589,2697.0,1511,0,0,0,0,0,1
3491.0,1881,0,3937.0,1881,1757.0,1027,1,1,0,0,0,1
3756.0,2084,0,4005.0,2084,2225.0,1318,1,1,0,0,0,1
5276.0,2863,0,5012.0,2862,3217.0,1950,0,0,0,0,0,1
3586.0,2001,2,8792.0,2456,898.0,630,1,1,0,1,0,0
2745.0,1658,0,3693.0,1662,1579.0,1030,1,1,0,0,0,1
4494.0,2535,2,4637.0,2534,1987.0,1428,1,1,0,0,1,0
1979.0,1327,0,3976.0,1410,1128.0,810,0,0,0,0,0,1
3933.0,2339,1,4196.0,2339,2339.0,1498,0,0,0,0,0,1
11095.0,4174,2,10451.0,4174,2309.0,1613,0,0,0,0,1,0
9558.0,3808,2,9607.0,3808,2456.0,1706,1,1,1,0,0,0
3487.0,1969,1,4125.0,1971,1900.0,1122,0,0,0,0,0,1
14106.0,4625,2,10750.0,4562,3859.0,2289,0,0,0,0,1,0
8018.0,3442,1,5515.0,3324,3373.0,1705,0,0,0,0,0,1
9772.0,4199,0,5494.0,3532,7097.0,3150,0,0,0,0,0,1
19272.0,5209,2,10767.0,4633,3402.0,2070,1,1,0,1,0,0
10516.0,3526,2,5881.0,3084,3817.0,1750,0,0,1,0,0,0
9919.0,4415,0,5576.0,3670,6315.0,3104,0,0,0,0,0,1
7249.0,3197,1,5522.0,3162,3651.0,1934,0,0,0,0,0,1
8528.0,3675,1,5641.0,3496,3954.0,1997,0,0,0,0,0,1
3127.0,1935,2,4209.0,1940,1889.0,1279,0,0,0,0,1,0
2135.0,1365,0,3932.0,1432,1138.0,792,1,1,0,0,0,1
6487.0,2991,2,5677.0,2991,3255.0,1863,0,0,1,0,0,0
12450.0,4791,2,10791.0,4777,7094.0,3323,1,1,0,1,0,0
5887.0,2841,0,5153.0,2839,3180.0,1787,1,1,0,0,0,1
10383.0,3927,2,10170.0,3927,2905.0,1834,1,1,0,1,0,0
4058.0,2155,2,4487.0,2155,1275.0,867,1,1,0,0,1,0
6763.0,2685,2,5615.0,2684,2888.0,1476,0,0,1,0,0,0
5234.0,2753,1,5086.0,2753,2825.0,1684,0,0,0,0,0,1
4152.0,2117,1,4343.0,2117,1452.0,951,1,1,0,0,0,1
2925.0,1853,0,3736.0,1854,1757.0,1221,0,0,0,0,0,1
4703.0,2370,0,4638.0,2369,2372.0,1261,0,0,0,0,0,1
12617.0,4429,2,10714.0,4422,2867.0,1810,1,1,0,1,0,0
8592.0,3349,2,5619.0,3214,4153.0,1851,0,0,1,0,0,0
8304.0,3171,1,5404.0,2996,3423.0,1425,0,0,0,0,0,1
22399.0,5329,2,10876.0,4358,3942.0,2331,1,1,1,0,0,0
7715.0,3515,1,5516.0,3429,4594.0,2261,1,1,0,0,0,1
7954.0,3232,0,5313.0,3060,3518.0,1687,0,0,0,0,0,1
4574.0,2533,2,4683.0,2533,1638.0,1195,0,0,0,0,1,0
9251.0,4145,1,5862.0,3771,6509.0,3114,0,0,0,0,0,1
2862.0,1752,1,3907.0,1760,1493.0,1007,0,0,0,0,0,1
3626.0,1766,1,4218.0,1766,1483.0,787,1,1,0,0,0,1
6661.0,3009,1,5456.0,3003,3387.0,1790,1,1,0,0,0,1
3307.0,1946,2,4300.0,1952,1130.0,797,1,1,0,0,1,0
14890.0,4634,2,10749.0,4535,2742.0,1742,1,1,0,1,0,0
5847.0,2887,1,5334.0,2887,3055.0,1753,0,0,0,0,0,1
4306.0,2124,1,4449.0,2124,1973.0,1090,1,1,0,0,0,1
4281.0,2222,1,4415.0,2222,1857.0,1155,1,1,0,0,0,1
9120.0,3702,2,9383.0,3702,2804.0,1865,0,0,0,0,1,0
4243.0,2184,2,4580.0,2184,1404.0,887,1,1,0,0,1,0
3446.0,1852,2,8748.0,2383,1019.0,608,1,1,1,0,0,0
2400.0,1606,2,4167.0,1676,1685.0,1171,1,1,0,0,1,0
5285.0,2822,2,5227.0,2822,2457.0,1576,1,1,0,0,1,0
8671.0,3664,1,5643.0,3458,3983.0,2049,0,0,0,0,0,1
14006.0,4347,2,10707.0,4300,3394.0,2003,1,1,1,0,0,0
610.0,514,1,3402.0,1193,332.0,285,1,1,0,0,0,1
3184.0,1991,1,3995.0,1995,2037.0,1326,0,0,0,0,0,1
5390.0,2869,2,8753.0,2984,2800.0,1800,1,1,0,1,0,0
8196.0,3627,0,5408.0,3398,4344.0,2240,0,0,0,0,0,1
6893.0,2994,2,8927.0,3017,1417.0,996,0,0,0,0,1,0
1287.0,857,0,3541.0,1153,723.0,469,1,1,0,0,0,1
6449.0,2698,2,8973.0,2744,1558.0,1001,1,1,1,0,0,0
4626.0,2535,1,4633.0,2535,2612.0,1658,0,0,0,0,0,1
7282.0,3315,1,5572.0,3282,3171.0,1742,0,0,0,0,0,1
7327.0,3171,1,5486.0,3126,3891.0,2009,1,1,0,0,0,1
3038.0,1805,2,4266.0,1810,1496.0,1021,0,0,0,0,1,0
4665.0,2320,1,4668.0,2320,1747.0,1089,0,0,0,0,0,1
5530.0,2823,2,8787.0,2909,1770.0,1324,0,0,0,0,1,0
7032.0,3016,2,8980.0,3021,1565.0,1119,1,1,1,0,0,0
3348.0,1984,2,4240.0,1988,2263.0,1456,1,1,0,0,1,0
2859.0,1639,1,4050.0,1649,1813.0,1056,1,1,0,0,0,1
12075.0,4058,2,10617.0,4053,2258.0,1568,0,0,0,0,1,0
3275.0,1804,2,4335.0,1807,1256.0,890,0,0,0,0,1,0
3879.0,2265,2,4346.0,2265,1309.0,992,1,1,0,0,1,0
6649.0,3216,2,5816.0,3215,4460.0,2427,1,1,0,0,1,0
7181.0,3142,2,8952.0,3152,1672.0,1163,0,0,0,0,1,0
6166.0,2924,0,5230.0,2918,3390.0,1858,1,1,0,0,0,1
4845.0,2381,0,4732.0,2381,2427.0,1349,1,1,0,0,0,1
